Seed,Horizon,Case,Step,Stage,GreedyErrorBefore,GreedyErrorAfter,GreedyImmediateReward,GreedyChosenActionNorm,LongErrorBefore,LongErrorAfter,LongImmediateReward,LongStateGreedyImmediateReward,LongChosenReturn,LongChosenActionNorm,ActionsDifferent,GreedyCurrentFinalProjectedError,LongCurrentFinalProjectedError,GreedyTrajectoryFinalError,LongTrajectoryFinalError,FinalTrajectoryGain
42,10,5,9,Late,0.5919904708862305,0.5914797186851501,0.0010569195728749037,0.7542881965637207,0.5919946432113647,0.5914429426193237,0.0011258661979809403,0.0011258661979809403,0.0011258661979809403,0.7539744973182678,False,0.5913650989532471,0.591328501701355,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,6,0,Early,0.48821863532066345,0.4877166152000427,0.0010286729084327817,0.6011404395103455,0.48821863532066345,0.4877876043319702,0.0008832690073177218,0.0010286729084327817,0.001397288404405117,0.4294572174549103,True,0.487567275762558,0.4875367283821106,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,1,Early,0.4877166152000427,0.48733362555503845,0.0007860732148401439,0.5051865577697754,0.4877876043319702,0.48746970295906067,0.0006529020611196756,0.0008283583447337151,0.0007616255315952003,0.4048708379268646,True,0.487459272146225,0.4874161183834076,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,2,Early,0.48733362555503845,0.48698699474334717,0.000711834873072803,0.6839416027069092,0.48746970295906067,0.48717018961906433,0.0006145415245555341,0.0007697268156334758,0.0003407299518585205,0.451240211725235,True,0.48739635944366455,0.4873034656047821,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,3,Early,0.48698699474334717,0.48674872517585754,0.0004896565224044025,0.5835843682289124,0.48717018961906433,0.48689281940460205,0.0005702189519070089,0.0005948603502474725,-2.151669468730688e-05,0.479653000831604,True,0.487343966960907,0.4871805012226105,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,4,Early,0.48674872517585754,0.4865247309207916,0.0004609379393514246,0.5998403429985046,0.48689281940460205,0.486604243516922,0.0005935468361712992,0.0005935468361712992,-0.00032988126622512937,0.601878821849823,False,0.48722726106643677,0.4870533347129822,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,5,Late,0.4865247309207916,0.48641079664230347,0.00023498470545746386,0.6522929072380066,0.486604243516922,0.4864400327205658,0.00033857126254588366,0.00034891499672085047,-0.0006863198941573501,0.5513685345649719,True,0.48714473843574524,0.4869382381439209,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,6,Late,0.48641079664230347,0.486392617225647,3.808118708548136e-05,0.6372683644294739,0.4864400327205658,0.4863743484020233,0.00013584688713308424,0.0001676476967986673,-0.0008271284168586135,0.5332680940628052,True,0.48706406354904175,0.48684245347976685,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,7,Late,0.486392617225647,0.48639580607414246,-6.140586719993735e-06,0.6574856638908386,0.4863743484020233,0.48630139231681824,0.00015097681898623705,0.00015287191490642726,-0.0006330079631879926,0.5693410634994507,True,0.4869134724140167,0.486682265996933,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,8,Late,0.48639580607414246,0.4864371120929718,-8.458417869405821e-05,0.6535761952400208,0.48630139231681824,0.4862632155418396,7.897042814875022e-05,7.897042814875022e-05,-0.0003928947844542563,0.6579598188400269,False,0.4867294132709503,0.48649242520332336,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,6,9,Late,0.4864371120929718,0.4864964783191681,-0.00012184770457679406,0.6811601519584656,0.4862632155418396,0.4862481355667114,3.1044575734995306e-05,3.1044575734995306e-05,3.1044575734995306e-05,0.6835329532623291,False,0.48649635910987854,0.48624807596206665,0.4864964783191681,0.4862481355667114,0.00024834275245666504
42,10,7,0,Early,0.31777623295783997,0.31623178720474243,0.004874449223279953,0.23413245379924774,0.31777623295783997,0.31623178720474243,0.004874449223279953,0.004874449223279953,0.020509887486696243,0.23413245379924774,False,0.31132492423057556,0.31132492423057556,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,1,Early,0.31623178720474243,0.31472912430763245,0.004764956422150135,0.24621017277240753,0.31623178720474243,0.31481724977493286,0.0044848015531897545,0.004764956422150135,0.018549779430031776,0.22283388674259186,True,0.31052160263061523,0.3104197084903717,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,2,Early,0.31472912430763245,0.3133493959903717,0.004395318683236837,0.20977652072906494,0.31481724977493286,0.3133944571018219,0.004531442653387785,0.004531442653387785,0.017575128003954887,0.2098657488822937,False,0.30944037437438965,0.3093325197696686,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,3,Early,0.3133493959903717,0.3119973838329315,0.004326242487877607,0.19331413507461548,0.3133944571018219,0.3120492696762085,0.004304045345634222,0.004425110295414925,0.016293516382575035,0.12045986950397491,True,0.30857133865356445,0.3083294928073883,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,4,Early,0.3119973838329315,0.31061333417892456,0.004450032487511635,0.2317834198474884,0.3120492696762085,0.3106691837310791,0.004434722475707531,0.004652717150747776,0.015450865030288696,0.16633957624435425,True,0.3074933588504791,0.3072648346424103,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,5,Late,0.31061333417892456,0.3094594478607178,0.0037242798134684563,0.15054075419902802,0.3106691837310791,0.3094359338283539,0.003979476634413004,0.003979476634413004,0.01296560000628233,0.1505971997976303,False,0.3068924844264984,0.30666714906692505,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,6,Late,0.3094594478607178,0.30844178795814514,0.003294134745374322,0.13107584416866302,0.3094359338283539,0.30834802985191345,0.0035244955215603113,0.0035244955215603113,0.010495570488274097,0.13108202815055847,False,0.3064393699169159,0.30620521306991577,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,7,Late,0.30844178795814514,0.30726176500320435,0.003834720468148589,0.19680941104888916,0.30834802985191345,0.307107537984848,0.004032663069665432,0.004032663069665432,0.009257150813937187,0.19691582024097443,False,0.30574914813041687,0.30550673604011536,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,8,Late,0.30726176500320435,0.3063019812107086,0.0031300210393965244,0.2255905419588089,0.307107537984848,0.30614984035491943,0.0031256377696990967,0.003273922484368086,0.005742986686527729,0.22194550931453705,True,0.30564990639686584,0.30534887313842773,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,7,9,Late,0.3063019812107086,0.3055287003517151,0.002530317520722747,0.25181451439857483,0.30614984035491943,0.30523017048835754,0.0030113046523183584,0.0030113046523183584,0.0030113046523183584,0.25201615691185,False,0.305527925491333,0.3052293062210083,0.3055287003517151,0.30523017048835754,0.00029852986335754395
42,10,8,0,Early,0.27199018001556396,0.26125234365463257,0.04028025269508362,0.46021878719329834,0.27199018001556396,0.26160314679145813,0.038937803357839584,0.04028025269508362,0.23543177545070648,0.490522563457489,True,0.2168719470500946,0.21493463218212128,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,1,Early,0.26125234365463257,0.25331050157546997,0.03087475895881653,0.39633917808532715,0.26160314679145813,0.2542530298233032,0.028495734557509422,0.03309476003050804,0.2046947330236435,0.3957122266292572,True,0.21506783366203308,0.2131793051958084,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,2,Early,0.25331050157546997,0.2459205687046051,0.029607143253087997,0.4016004502773285,0.2542530298233032,0.2468978613615036,0.029352158308029175,0.03310975432395935,0.17695964872837067,0.3731882870197296,True,0.21366839110851288,0.2130165696144104,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,3,Early,0.2459205687046051,0.23881268501281738,0.02933432161808014,0.38590505719184875,0.2468978613615036,0.24035266041755676,0.026866458356380463,0.03175060451030731,0.14862070977687836,0.37277621030807495,True,0.213771790266037,0.21280023455619812,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,4,Early,0.23881268501281738,0.233015239238739,0.024574169889092445,0.403691828250885,0.24035266041755676,0.23444022238254547,0.02490806393325329,0.03019740618765354,0.12213747203350067,0.3795131742954254,True,0.21347902715206146,0.21271850168704987,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,5,Late,0.233015239238739,0.22760890424251556,0.023480195552110672,0.3309094309806824,0.23444022238254547,0.22819475829601288,0.02700081840157509,0.0283303651958704,0.09790551662445068,0.3306691348552704,True,0.2134619951248169,0.2125750035047531,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,6,Late,0.22760890424251556,0.22312738001346588,0.019883330911397934,0.4100877642631531,0.22819475829601288,0.22331704199314117,0.021600674837827682,0.022523147985339165,0.07104291766881943,0.37706005573272705,True,0.21326108276844025,0.21254555881023407,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,7,Late,0.22312738001346588,0.21920287609100342,0.017746204510331154,0.38699212670326233,0.22331704199314117,0.21912170946598053,0.018959106877446175,0.018959106877446175,0.05029718950390816,0.4200132191181183,False,0.21324895322322845,0.21236257255077362,0.2130272537469864,0.21216319501399994,0.0008640587329864502
42,10,8,8,Late,0.21920287609100342,0.2157844454050064,0.01571410894393921,0.40309178829193115,0.21912170946598053,0.21531136333942413,0.017532801255583763,0.017820682376623154,0.031738054007291794,0.37738850712776184,True,0.21318398416042328,0.2122764140367508,0.2130272537469864,0.21216319501399994,0.0008640587329864502
